chave,ITEM,NUMPEDVEN,QTCOMP,STATUS,AUTORIZADO
48010459630,7955167,1129320530,1,AUTORIZADO,Autorizado
48010759630,7868962,1129359210,3,AUTORIZADO,Autorizado
54797628620,7910845,1128816111,1,AUTORIZADO,Autorizado
54797728620,6319366,1129302219,1,AUTORIZADO,Autorizado
48010859630,7955167,1129323516,1,AUTORIZADO,Autorizado
48011059630,7955167,1129354687,1,AUTORIZADO,Autorizado
48011559630,7892868,1129254661,1,AUTORIZADO,Autorizado
48011459630,7979330,1129380581,1,AUTORIZADO,Autorizado
60837052650,7901270,1129095450,1,AUTORIZADO,Autorizado
32557971100,7455858,1129086378,1,AUTORIZADO,Autorizado
48012059630,7864292,1129328353,1,AUTORIZADO,Autorizado
48012059630,7864353,1129328353,1,AUTORIZADO,Autorizado
48012259630,7868962,1129298490,2,AUTORIZADO,Autorizado
48012259630,7868993,1129298490,3,AUTORIZADO,Autorizado
5801702720,7429613,1126929374,1,AUTORIZADO,Autorizado
5801712720,7623158,1128772504,1,AUTORIZADO,Autorizado
5801712720,3933572,1128772504,1,AUTORIZADO,Autorizado
5801712720,7641862,1128772504,1,AUTORIZADO,Autorizado
5801712720,7835162,1128772504,1,AUTORIZADO,Autorizado
5801722720,7935077,1128855044,1,AUTORIZADO,Autorizado
5801732720,7820809,1128896545,1,AUTORIZADO,Autorizado
48012459630,7967573,1129284005,1,AUTORIZADO,Autorizado
5801792720,7426469,1122984999,1,AUTORIZADO,Autorizado
5801792720,7762918,1122984999,1,AUTORIZADO,Autorizado
5801792720,7762871,1122984999,1,AUTORIZADO,Autorizado
5801802720,7762918,1127797932,1,AUTORIZADO,Autorizado
